title ,text,subject,date
DPR Minta Wabah PMK Hewan Ternak Ditangani dengan Cepat,"Kapolri Jenderal Listyo Sigit Prabowo, mengeluarkan instruksi kepada seluruh Polda dan jajarannya untuk melakukan pencegahan dan pengawasan terhadap wabah Penyakit Mulut dan Kuku (PMK) pada hewan ternak. Setidaknya ada 8 poin yang tertuang berdasarkan surat telegram dengan nomor STR/395/OPS/2022 tanggal 11 Mei 2022 tentang arahan dalam rangka darurat penanganan PMK. Menanggapi hal tersebut, Wakil Ketua Komisi III DPR RI Ahmad Sahroni menyampaikan dukungannya terhadap instruksi yang dibuat Kapolri. Menurutnya, instruksi itu merupakan bentuk langkah cepat Polri dalam merespons wabah PMK yang saat ini tengah menyebar. ""Saya mendukung penuh instruksi yang disampaikan Kapolri terkait upaya pencegahan dan pengawasan wabah PMK ini. Karena wabah ini juga sudah menyebar cukup cepat, awalnya ditemukan di Jawa Timur, sekarang sudah ditemukan pula di Aceh hingga Lombok,"" kata Sahroni, Jumat 13 Mei 2022. Menurut Sahroni, tanpa adanya gerak cepat stakeholder terkait, maka penyebaran PMK ini akan semakin luas dan dapat mengganggu kestabilan pangan, khususnya pasokan daging. ""Tentu bila tidak ada gerak cepat yang dilakukan, wabah ini akan semakin luas penyebarannya dan akan sangat mengganggu kestabilan pangan kita. Untuk itu, saya apresiasi juga kepada Kapolri atas langkah tanggap yang sudah dilakukan dalam merespon wabah PMK,"" katanya. Bendahara Umum Partai Nasdem ini berharap, dengan adanya instruksi ini akan bisa membantu menjaga kondusifitas suasana dan kestabilan harga pangan terkait suplai hewan kurban menjelang Idul Adha. ""Nantinya kan ini akan diawasi oleh seluruh Polda yang bekerjasama dengan dinas peternakan daerah. Ya saya harap bisa membantu mencegah pergeseran penularan penyakit tersebut ke luar wilayah lainnya. Jadi, bisa terjaga dengan baik. Karena ini akan sangat berkaitan dengan persoalan pangan, selain itu juga pengendalian harga di pasar, hingga nasib para peternak kita yang sudah sangat menunggu momen lebaran Idul Adha,"" pungkas Sahroni.",Kesehatan,2022
SEA Games 2021: Indonesia Tambah 1 Perak dan 1 Perunggu dari Cabor Atletik,"Pundi-pundi medali Indonesia di SEA Games 2021 kembali bertambah. Kali ini, ada tambahan 1 medali perak dan 1 perunggu dari cabang olahraga atletik. Medali perak dipersembahkan oleh Abd Hafiz di nomor lempar lembing putra. Berlaga di My Dinh Stadium, Sabtu (14/5/2022), dia mencatatkan lemparan sejauh 70,58 meter. Abd Hafiz masih kalah dari atlet tuan rumah yang meraih emas, Nguyen Van Hoai, dengan lemparan sejauh 70,87 meter. Di peringkat ketiga, ada atlet Filipina, Melvin Calano, dengan lemparan sejauh 66,86 meter. Sebelumnya, cabor atletik juga sudah mempertandingkan nomor lari 200 meter putra. Namun, atlet Indonesia di nomor ini, Eko Rimbawan, gagal meraih medali setelah berakhir di posisi buncit dengan waktu 21,760 detik. Kemudian, satu medali perunggu berhasil didapat Maria Londa Natalia. Dia berhasil menjadi tercepat ketiga di nomor Triple Jump wanita. Londa mencatat lompatan sejauh 13,45 meter. Dia masih kalah jauh dari atlet tuan rumah, Ngoc Ha Vu Thi, di peringkat kedua dengan loncatan sejauh 13,52 meter. Sementara di peringkat pertama, ada atlet Thailand, Parinya Chuaimaerong. Dia menorehkan catatan dengan loncatan terjauh 13,66 meter.",Olahraga,2022
"Libur Panjang Waisak, 132.676 Penumpang Padati Bandara Soetta","Sebanyak 132.676 penumpang tercatat memadati Bandara Internasional Soekarno Hatta (Soetta) Kota Tangerang, Banten, hari ini, Sabtu (14/5/2022). Kepadatan penumpang bertepatan dengan libur panjang Waisak 2566. Senior Manager Branch Communication and Legal Bandara Soetta, M Holik Muardi menuturkan, jumlah keseluruhan penumpang tersebut merupakan gabungan dari perjalanan domestik maupun internasional. “Tercatat untuk hari ini jumlah penumpang yang lakukan keberangkatan sebanyak 68.069 orang. Sedangkan yang tiba di Bandara Soetta sebanyak 64.607 orang,” ujarnya di Tangerang, Sabtu (14/5/2022).Selanjutnya di antara ketiga terminal di Bandara Soetta, Holik menjelaskan, jumlah penumpang tercatat paling banyak di Terminal 2 hingga mencapai 64.108 penumpang.Sedangkan untuk Terminal 1 hari ini tercatat akan dipadati sekitar 22.407 penumpang, dan Terminal 3 sekitar 46.161 penumpang. Di sisi lain, jumlah penerbangan yang siap melayani penumpang hari ini tercatat sekitar 861 penerbangan. “Untuk keberangkatannya sendiri ada sekitar 433 penerbangan. Sedangkan untuk kedatangan pesawat di Bandara Soekarno-Hatta hari ini tercatat sekitar 428 pesawat,” pungkasnya.",Agama,2022
"Dikira Bangkai Tikus, Petugas SDA Temukan Mayat Mengambang di Kali Ancol","Warga di sekitar Pademangan, Jakarta Utara digegerkan penemuan sesosok mayat pria tanpa identitas yang mengambang di kali Jalan Lodan Raya, Kelurahan Ancol, Pademangan, Jakarta Utara, Sabtu (14/5/2022). Mayat tersebut ditemukan petugas Suku Dinas Sumber Daya Air (SDA) Jakarta Utara Ilham Pramana. Menurut Ilham, sebelum menemukan mayat tersebut, dirinya mengira mencium bangkai tikus. ""Pas di sini saya nyium bau-bau nggak enak gitu, saya kira bangkai tikus gitu,"" kata Ilham di lokasi. ""Pas saya lihat kok kayak orang, terus saya perhatiin lagi ternyata benar orang,"" imbuhnya. Menurut Ilham, dirinya menemukan mayat mengambang tersebut dalam kondisi badan telungkup dan tersangkut besi jaringan air dan listrik yang berada di tengah Kali Lodan. ""Jenis kelaminnya laki-laki, usianya belum tahu sih, nggak kelihatan. Posisinya lagi tengkurep gitu, udah bengkak mungkin udah lebih dari sehari,"" ungkap Ilham. Sementara itu, Kapolsek Pademangan Kompol Happy Saputra mengatakan, hasil sementara mayat tanpa identitas mengambang di kali depan Alexis Ancol ini sudah lebih dari sehari. ""Dari hasil autopsi, pemeriksaan sementara mayat kurang lebih sudah satu hari mengambang di Kali Ancol itu. Kalau identitas masih sedang kali selidiki karena tidak ada identitas sama sekali, jadi kami pastikan ini sebagai mister X,"" katanya. Adapun dari temuan saat mayat dievakuasi, Happy menjelaskan, ada tali yang terikat di sekitar pinggang mister X. Hal itu dipastikan bukan tindakan dari kejahatan melainkan alat bantu pengikat celana atau pengganti gesper. ""Berdasarkan pengecekan sementara itu ada tali-tali dugaan kami untuk mengikat celana, karena dugaan besar mister X ini orang gelandangan atau orang gangguan jiwa,"" tuturnya. ""Biasanya orang-orang seperti ini menggunakan tali untuk mengikat celananya. Itu masih dugaan kami karena tali dekat celana dan celananya kedodoran dan tidak ditemukan kekerasan,"" imbuhnya. Adapun dari penemuan ini, polisi langsung melakukan evakuasi dan membawa mayat tanpa identitas dengan ciri-ciri menggunakan celana pendek dan kaos oblong menuju RSCM untuk proses lebih lanjut.",Kriminal,2022
Breaking News: Kasus Positif Covid-19 Bertambah 308 Hari Ini,"Kasus harian Covid-19 di Indonesia pada hari ini, Sabtu (14/5/2022) mengalami pertambahan sebanyak 308. Penambahan itu membuat total kasus selama pandemi menjadi 6.050.519 orang. Hal itu berdasarkan data terbaru yang dikeluarkan oleh Satgas Covid-19. Sementara itu, kasus kesembuhan terus mengalami tren positif. Hari ini, tercatat terdapat 416 pasien sembuh, sehingga totalnya menjadi 5.889.241 orang. Namun, kasus kematian akibat Covid-19, tercatat 5 kasus pasien meninggal hari ini. Dengan penambahan itu, total pasien meninggal 156.453 orang.",Kesehatan,2022
Kemendikbud Ristek Dorong Pembelajaran di Kampus Secara Tatap Muka Lagi,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi (Kemendikbud Ristek) mendorong pembelajaran di kampus pada tahun akademik mendatang dilakukan secara tatap muka. “Kami terus mendorong agar adik-adik mahasiswa dapat kembali ke kampus dan melakukan pembelajaran tatap muka,” ujar Pelaksana Tugas Direktur Jenderal Pendidikan Tinggi, Riset, dan Teknologi Kemendikbud Ristek Nizam dikutip dari Antara, Jumat (5/8/2022). Menurutnya, meski pembelajaran bisa dilakukan secara daring, namun pembentukan karakter maupun interaksi sosial tidak dapat dilakukan secara daring. Hal ini tentunya hanya bisa dilakukan secara tatap muka atau bertemu langsung. Jika ditemukan kasus COVID-19 di kampus tersebut, lanjut dia, perlu penelusuran dan pengurangan intensitas interaksi. “Mudah-mudahan pembelajaran tatap muka bisa segera dilakukan. Kalau kita lihat saat ini, meski ada lonjakan kasus tapi rumah sakit kosong. Ini menunjukkan kita semakin kebal,” terang dia.Guru Besar Fakultas Teknik UGM tersebut, juga terus mendorong mahasiswa, pendidik, dan tenaga kependidikan di kampus melakukan vaksinasi penguat. Selain itu, ucap dia, protokol kesehatan diterapkan secara ketat. Sejumlah perguruan tinggi, baik negeri maupun swasta, telah memulai pembelajaran hibrida atau bauran tatap muka dan daring sejak semester lalu. Pembelajaran tatap muka dinilai masih menjadi kebutuhan utama mahasiswa di Tanah Air.",Pendidikan,2022
"Kronologi OTT di PN Surabaya, Hakim dan Panitera Diamankan"," Komisi Pemberantasan Korupsi (KPK) menetapkan Hakim Pengadilan Negeri (PN) Surabaya, Itong Isnaini Hidayat (IIH), dan panitera pengganti PN Surabaya Hamdan (HD) menjadi tersangka kasus dugaan suap perkara di PN tersebut. Selain Isnaini dan Hamdan, KPK menetapkan status tersangka terhadap Pengacara PT Soyu Giri Premedika yakni Hendro Kasiono. Wakil Ketua KPK Nawawi Pomolango, mengatakan operasi tangkap tangan (OTT) tersebut berawal dari adanya laporan masyarakat mengenai penyerahan sejumlah uang kepada Hakim Isnaini terkait penangan perkara. Adapun uang tersebut diberikan dari kuasa hukum pemohon yaitu Hendro Kasiono (HK). ""Pada Rabu 19 Januari 2022 sekitar pukul 13 30 mendapat informasi ada penyerahan sejumlah uang dalam bentuk tunai dari harta kepada hadir sebagai representasi salah satu area parkir Kantor Pengadilan Negeri Surabaya,"" kata Nawawi dalam konferensi pers, Kamis (20/01/2022) malam. Tim penyidik KPK kemudian langsung mengamankan Hendro dan Hamdan atas penyerahan uang tersebut. Keduanya, kemudian digelandang menuju Polsek Genteng, Surabaya, Jawa Timur untuk dilakukan pemeriksaan. Sementara itu, tim penyidik KPK langsung mencari dan menangkap Isnaini (IIH) dan Direktur PT Soyu Giri Primedika, Achmad Prihantoyo (AP). Keduanya langsung dibawa ke Polsek Genteng untuk dimintai keterangan. ""Para pihak yang diamankan beserta barang bukti kemudian dibawa ke Jakarta untuk dilakukan pemeriksaan lanjutan di gedung Merah Putih KPK."" tambahnya. Dari operasi tersebut KPK berhasil mengamankan uang tunai sebesar Rp140 juta. Uang tersebut diduga sebagai uang tanda jadi awal bahwa Isnaini (IIH) nantinya memenuhi keinginan HK terkait permohonan pembubaran PT SGP. Dari kelima orang yang diangkut ke Jakarta, hanya tiga yang ditetapkan sebagai tersangka kasus dugaan korupsi suap perkara.Adapun sebagai Pemberi,HK disangkakan melanggar Pasal 6 ayat (1) huruf a atau Pasal 13 Undang- Undang Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi sebagaimana telah diubah dengan Undang-Undang Nomor 20 Tahun 2001 tentang Perubahan Atas Undang-Undang Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi Jo Pasal 55 ayat (1) ke 1 KUHP. Sementara sebagai penerima,HD dan IIH disangkakan melanggar Pasal 12 huruf c atau Pasal 11 Undang- Undang Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi sebagaimana telah diubah dengan Undang-Undang Nomor 20 Tahun 2001 tentang Perubahan Atas Undang-Undang Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi Jo Pasal 55 ayat 1 ke 1 KUHP.",Kriminal,2022
Jasa Raharja Jamin Santunan Korban Kecelakaan di Balikpapan," PT Jasa Raharja akan memberikan santunan seluruh korban yang mengalami kecelakaan lalu lintas di simpang perempatan traffic light Muara Rapak, Balikpapan, Kalimantan Timur, Jumat (21/1/2022) tadi pagi. Kasubdit Gakkum Ditlantas Polda Kaltim, mencatat kecelakaan yang diduga rem blong truk kontainer mengakibatkan empat orang warga yang meninggal dunia, dan belasan lainnya mengalami luka-luka. Para warga yang mengalami luka dan meninggal dunia sementara ini sudah dibawa ke RSU Khanujoso, RSU Beriman, dan RS Ibnu Sina. Pihak Jasa Raharja berkoordinasi dengan Ditlantas Polda Kaltim dan meninjau lokasi kejadian serta mendatangi rumah sakit rujukan untuk melakukan pendataan kepada seluruh warga yang menjadi korban untuk diberikan santunan. ""Tidak perlu khawatir terkait biaya perawatan rumah sakit, karena Jasa Raharja sudah memberikan surat garansi kepada rumah sakit agar dapat merawat warga yang mengalami kecelakaan tersebut dengan baik,“ jelas Direktur Utama PT Jasa Raharja Rivan A Purwantono melalui siaran persnya di Jakarta, Jumat (21/1/2022). Menurut Rivan, seluruh warga yang mengalami kecelakaan tersebut terjamin oleh Jasa Raharja sesuai dengan Undang-Undang No 34 Tahun 1964. Hal ini merupakan bentuk implementasi Program Perlindungan Dasar Pemerintah terhadap warga negara yang mengalami kecelakaan. Sesuai UU tersebut, Jasa Raharja memberikan santunan kecelakaan kepada setiap orang yang meninggal dunia/cacat tetap akibat kecelakaan yang disebabkan oleh alat angkutan lalu lintas jalan baik di darat, laut maupun udara.Santunan tersebut berasal dari dana Sumbangan Wajib Dana Kecelakaan Lalu Lintas Jalan (SWDKLLJ) yang dibayarkan masyarakat setiap tahun dan Iuran Wajib penumpang angkutan umum. Jenis kecelakaan yang dijamin oleh Jasa Raharja ialah kecelakaan yang melibatkan dua atau lebih kendaraan bermotor, masyarakat yang tertabrak kendaraan bermotor, dan kecelakaan penumpang pada angkutan umum. Jasa Raharja tidak memberikan pergantian kerugian materil pada kendaraan yang mengalami kecelakaan, kecelakaan tunggal kendaraan pribadi maupun kecelakaan yang disebabkan tindakan kriminal. Para ahli waris warga yang meninggal dunia akan mendapat santunan sebesar Rp50 juta, sedangkan bagi warga yang mengalami luka-luka mendapat biaya perawatan melalui pihak rumah sakit maksimal sebesar Rp20 juta. ""Jasa Raharja tengah melakukan survei kepada ahli waris warga yang meninggal dunia setelah dilakukan pendataan identitas dari masing - masing warga yang mengalami kecelakaan tersebut,” jelas dia.",Lain-lain,2022
Anies Baswedan: Desain Taman Kota Berbeda-beda Disesuaikan Kebutuhannya," Gubernur DKI Jakarta Anies Baswedan mengungkapkan bahwa desain taman kota yang dibangun dan direvitalisasi akan berbeda satu dengan yang lainnya. Menurut Anies hal tersebut dilakukan karena menyesuaikan kebutuhan warga yang tinggal di sekitar taman. ""Desain taman gaboleh template yang satu desain untuk semua taman jangan. Disetiap tempat disesuaikan dengan kebutuhannya ada tempat disana yang warganya mayoritas lansia ya disiapkan tamannya disiapkan untuk bersahabat kepada lansia,"" kata Anies dalam akun YouTube pribadinya, Jumat (21/1/2022). Anies mengatakan, taman lainnya yang desainnya mengikuti keinginan masyarakat salah satunya taman puring yang menurutnya telah menjadi tempat kegiatan rekreatif. Dan juga disiapkan fasilitas parkour karena taman puring menjadi tempat berkumpulnya komunitas tersebut. ""Lalu ada taman yang posisinya disamping sungai, sehingga dia pada saat musim hujan ketika sungai airnya meningkat di desain untuk menampung luapan air sungai sehingga parkirnya di dalam negeri taman,"" kata Anies. Anies berharap taman kota yang dibangun dan direvitalisasi pihaknya dapat menghadirkan kesetaraan bagi semua warga Jakarta untuk menikmatinya.""Lalu kita juga siapkan taman-taman ini untuk bisa membuat warga merasa bahwa datang ke taman tidak mengintimidasi tidak harus membuat atau menggunakan ya akan ada perasaan kesetaraan siapa saja bisa pakai apa saja datang ke taman itu,"" kata Anies. Dibangun dan direvitalisasi taman kota, kata Anies, diharapkan menjadi ikhtiar bersama untuk bisa menjadi pengikat perasaan kebersamaan buat warga Jakarta. ""Nah ini satu ikhtiar untuk membuat ada ruang terbuka hijau kemudian ada kolaborasi prosesnya dan ini diatur juga di dalam Pergub no 44 tahun 2021 tentang penyelenggaraan taman yang harapannya nanti taman-taman ini bisa menjadi pengikat perasaan kebersamaan buat warga,"" kata Anies.",Politik,2022
KPK: Hampir Tidak Ada Daerah yang Bebas Korupsi!," Wakil Ketua Komisi Pemberantasan Korupsi (KPK) Nurul Ghufron menyebut, hampir tidak ada daerah di Indonesia yang bebas dari korupsi. Mayoritas daerah di Indonesia pernah bermasalah atau jadi lahan bancakan sejumlah pihak. Berdasarkan data yang dikantongi Ghufron, 27 dari 34 provinsi di Indonesia pernah bermasalah sejak 2004 hingga 2021. Sebanyak 27 provinsi tersebut bermasalah karena pejabat daerahnya terjerat kasus tindak pidana korupsi. ""Per 2021, sudah hampir 27 provinsi dari 34. Jadi kalau 27 provinsi bermasalah, anda bisa membayangkan sendiri,"" kata Ghufron saat menjadi pembicara dalam Webinar Partai Perindo yang bertemakan 'Tantangan Pemberantasan Korupsi Di Indonesia 2022', Jumat (21/1/2022). Bukan hanya di tingkat provinsi, korupsi sudah menjamur hingga ke Kabupaten. Kata Ghufron, sudah ada sekira 160 kabupaten di Indonesia masuk dalam daftar daerah yang dikorupsi. ""Di tingkat kabupaten, ada sekitar 160 (kabupaten) udah sekarang. Semula 155 di 2021, kemudian di 2022 ini bertambah lagi, artinya sudah hampir mencapai 160,"" bebernya. ""Gambaran ini, hampir tidak ada kemudian menyisakan daerah barat dan timur yang bebas korupsi,"" sambungnya. Bukan hanya di sektor daerah, menurut Ghufron, hampir seluruh partai politik (parpol) di Indonesia juga tidak ada yang bersih. Hampir seluruh parpol mempunyai catatan kotor terkait korupsi. ""Mohon maaf, hampir tidak ada parpol yang bersih. Hampir tidak ada yang kemudian kami parpol 'putih' gitu, maksudnya putih dari korupsi, hampir tidak ada, semuanya ada titik nodanya,"" terangnya. Ditekankan Ghufron, korupsi yang sudah menjamur di berbagai lintas sektor merupakan tanggung jawab bersama. Ghufron mengingatkan bahwa semua pihak punya andil dalam mencegah dan memberantas korupsi. ""Masalah ini adalah masalah bersama, bukan masalah satu parpol, bukan masalah satu daerah, maupun satu kementerian, tidak ada,"" pungkasnya.",Kriminal,2022
IDI Sumut Siapkan Sanksi untuk Dokter Gita Jika Terbukti Suntikkan Vaksin Kosong,"MEDAN - Ikatan Dokter Indonesia (IDI) Sumatera Utara (Sumut), angkat bicara dalam proses pemeriksaan yang dilakukan petugas Diskrimum Polda Sumut, terkait dugaan suntikan vaksin Covid-19 kosong, terhadap sejumlah pelajar sekolah dasar yang viral di sosial media. IDI akan mengkaji tindakan Dokter Gita, jika melanggar kode etik profesi kedokteran akan ditindak. Ketua IDI Sumut Dokter Ramlan Sitompul dalam jumpa pers, di aula Polres Pelabuhan Belawan menyampaikan pihaknya masih menunggu proses pemeriksaan yang dilakukan petugas kepolisian yang sedang berjalan, hingga saat ini. Mengenai tindakan yang dilakukan Dokter Gita yang menyuntikkan vaksin yang diduga kosong kepada pelajar sekolah dasar, di salah satu sekolah di Kelurahan Martubung, Kecamatan Medan Labuhan, Kota Medan, Ketua IDI Sumut mengatakan proses pengambilan keputusan akan dilakukan oleh para ahli dibidangnya. ""Dalam proses pemeriksaan internal, kami akan melakukan sejumlah proses yang matang, sehingga tidak menimbulkan gejolak baik di dalam tubuh IDI maupun dampak ke masyarakat,"" jelas Dokter Ramlan, Jumat (21/1/2022). Hingga kini petugas kepolisian Diskrimum Polda Sumut, masih terus mendalami motif dan dugaan-dugaan atas perbuatannya Dokter Gita, yang diduga menyuntikkan vaksin kosong ke tubuh pelajar sekolah dasar di sekolah di kawasan Medan Labuhan, Kota Medan tersebut.",Kesehatan,2022
Propam Polri Mitigasi Pelanggaran Personel Polisi," Kadiv Propam Polri Irjen Ferdy Sambo melakukan peninjauan ke beberapa Polda jajaran untuk mengecek pelayanan terhadap masyarakat serta kegiatan operasional personel kepolisian. Sambo menjelaskan, kegiatan tersebut sebagai upaya pencegahan dan mitigasi dalam rangka mengurangi pelanggaran anggota yang terjadi di lapangan. ""Dalam pelaksanaan ini kami melaksanakan di tiga polda. Selain itu juga kami laksanakan di beberapa Polres dan Polsek untuk mengetahui kegiatan-kegiatan operasional yang dilakukan oleh anggota di lapangan,"" kata Sambo, di Polda Jawa Timur, Jumat (21/1/2022). Pada tinjauannya, jajaran Propam Polri mengecek seluruh alur untuk memastikan segala sesuatunya sudah berjalan sebagaimana standar operasional prosedur (sop) yang ada. ""Apakah sudah sesuai prosedur, apakah sudah sesuai dengan pelaksanaan tugas yang sudah diatur dalam standart operasional,"" ujar Sambo. Menurut Sambo, beberapa temuan yang dilakukan, bahwa standar operasional dan kegiatan ini harus terus ditingkatkan. Mulai dari tingkat mendasar, kegiatan tugas pokok yang sudah ada standarnya. ""Sehingga kita hadir untuk mengingatkan kembali kepada anggota di lapangan, sehingga dalam pelaksanaan tugas ini sesuai dengan aturan sehingga bisa tidak terjadi pelanggaran yang kita lakukan,"" ucap Sambo. Sambo menyebut, tinjauannya antara lain dilakukan di ruang sel tahanan dan ruang pelayanan. Dia berharap hal ini dapat menekan perilaku melanggar hukum para anggota kepolisian kedepannya. ""Harapan kami kedepan, dengan upaya pencegahan dan mitigasi ini kita bisa menurunkan atau bisa mengatasi dan mengurangi pelanggaran pelanggaran anggota,"" tutup Sambo.",Lain-lain,2022
Angka Kerugian Negara Akibat Korupsi Terus Meningkat," Aktivis Antikorupsi, Tama S Langkun berpendapat bahwa tren penanganan kasus korupsi di Indonesia masih tergolong fluktuaktif sepanjang 2021. Hanya saja, kerugian keuangan negara yang dicetak dari tindak pidana korupsi semakin besar dalam beberapa waktu belakangan ini. ""Soal angka penanganan tindak pidana korupsi seperti yang saya bilang di awal tadi masih fluktuatif, naik turun, tetapi bicara soal kerugian negaranya ini terus meningkat,"" kata Tama saat menjadi pembicara dalam Webinar Partai Perindo yang bertemakan 'Tantangan Pemberantasan Korupsi Di Indonesia 2022', Jumat (21/1/2022). Menurut Tama, pemberantasan korupsi di Indonesia memang bukan hanya tugas Komisi Pemberantasan Korupsi (KPK). Seluruh pihak punya andil dalam agenda-agenda pemberantasan korupsi. Termasuk, penegak hukum lainnya seperti kejaksaan dan kepolisian. ""Oleh karenanya, agenda sinergi pemberantasan korupsi tidak boleh dan tidak bisa dimonopoli oleh KPK, jadi harus seluruh pihak terlibat dalam agenda-agenda pemberantasan korupsi,"" terangnya. Lebih lanjut, Tama juga menyoroti modus korupsi yang populer atau kerap terjadi dalam beberapa waktu belakangan ini. Modus korupsi yang dinilai sering terjadi di Indonesia, khususnya daerah yaitu terkait pengadaan barang dan jasa. Tak sedikit juga korupsi terkait proyek fiktif yang ditemukan di daerah. ""Lagi-lagi kalau kita bicara soal modus, proyek fiktif ini kan kasus korupsi yang menurut saya ketinggalan jaman dia, kuno, kalau fiktif itu kan berarti proyeknya enggak ada, dengan sangat mudahnya, jangan kan penegak hukum, masyarakat aja bisa ngeliat, ini yang menurut saya hal-hal mengkhawatirkan tapi terus terjadi,"" ungkapnya. Tama menilai, kasus korupsi lebih banyak terjadi di daerah ketimbang di pusat. Ia memberi perhatian khusus terhadap hal itu. Sebab, kasus korupsi yang terjadi di daerah cukup mengkhawatirkan. Mayoritas kasus yang terjadi di daerah yakni, terkait proyek pengadaan barang dan jasa. ""Korupsi di tingkat daerah terutama pada pemkab dan Pemkot masih mengkhawatirkan,"" katanya. Tama mendorong agar ada optimalisasi dalam eksekusi kasus korupsi secara menyeluruh. Salah satunya, dengan memulihkan kerugian keuangan negara akibat tindak pidana korupsi. ""Kalau sampai uang puluhan triliun bisa diambil lagi, dan dipulihkan, saya rasa ini akan sangat bermanfaat untuk orang banyak, khususnya masyarakat,"" ujarnya.",Ekonomi,2022
"Kasus Covid-19 Bertambah 2.604 Hari Ini, DKI Jakarta ""Menyumbang"" 1.484"," Kasus positif Covid-19 di Tanah Air kembali bertambah 2.604 per hari ini, Jumat (21/1/2022). Sehingga akumulasi positif Covid-19 saat ini lebih dari 4,2 juta kasus atau sebanyak 4.280.248 kasus. Selain itu, juga dilaporkan kasus yang sembuh dari Covid-19 pada hari ini tercatat 811 orang. Sehingga total sebanyak 4.121.928 orang sembuh. Sementara jumlah yang meninggal kembali bertambah 2 orang. Sehingga total meninggal menjadi 144.201 orang.",Kesehatan,2022
"Siswa SD Meninggal Usai Divaksin, Pemkab Sukabumi Koordinasi dengan Pemerintah Pusat","SUKABUMI - Sekretaris Daerah (Sekda) Kabupaten Sukabumi, Ade Suryaman membeberkan kronologi meninggalnya, siswa kelas 6 SD, Muhammad Dalvin (12) warga Kampung Citamiang RT 05/01, Desa Citamiang, Kecamatan Kadudampit, Kabupaten Sukabumi usai divaksin Covid-19. Kejadian ini terjadi pada Jumat (21/1/2022). Peristiwa meninggalnya Davin bermula ketika dia menjalankan vaksin yang dilaksanakan di sekolahnya pada Sabtu (15/1/2022) lalu. Ade mengatakan, pihaknya akan menyelidiki kejadian tersebut dengan berkordinasi dengan pemerintah pusat. “Ada tim dari daerah, provinisi dan nasional. Kita akan evaluasi secara keseluruhan, hasil dari tim bagaimana dan akan disampaikan,” ujar Ade, Jumat (21/1/2022). Sang anak awalnya merasa baik-baik saja, dan sempat masuk sekolah pada hari senin. Namun, di hari itu, dirinya diantar pulang oleh gurunya karena dia sudah mengalami demam. Davin dibawa ke rumah sakit untuk menjalankan pemeriksaan. Namun, akhirnya nyawanya tidak tertolong dan meninggal pada hari ini. Hingga saat ini, belum ada pernyataan resmi mengenai meninggalnya anak SD tersebut, dan masih diselidiki oleh pihak berwenang.",Kesehatan,2022
