title ,text ,subject,label
Luhut dan pak mahfud tidak divaksin dengan alasan usia,Luhut dan pak mahfud tidak divaksin dengan alasan usia. Kenapa rakyat yang lansia harus divaksin ? bedanya apa ?,Fitnah,FAKE
TKChina nyamar jadi gojek gak bisa pulang ke tempat persembunyiannya,"BUKTI NYATA … KATANYA TENAGA AHLI TERNYATA TKChina INI JADI OJOL, DI INDONESIA APA GAK ADA YANG BISA BEKERJA SAMPAI PERLU DATANGIN TENAGA AHLI OJOL DARI TKChina🤦 TKChina nyamar jadi tukang gojek dari Citayam ngantar ke Cipayung eh gak bisa pulang ke tempat persembunyiannya …. malah nangis pake bahasa Chino 🤪🤪🤪🤪🤪😭😭😭😭😭😭krn gak bisa bhs Indonesia",Fitnah,FAKE
raja Bahrain dikawal robot,Gile bener raja Bahrain yg ngawal robot Udeh kayak felem felem aje,Internasional,FAKE
Tautan Hadiah dari DANA Sebesar Rp250 Ribu Hingga Rp1 Juta untuk 300 Orang,"Gratis Saldo dana 1JT untuk 300 orang pementang saldodanagratis[dot]sbs https://saldodanagratis[dot]sbs/?v=Subsid Lagi Sebar Duit lewat DANA Kaget nih! gratis saldo dana 250rb sampai 1jt untuk 300 orang yang beruntung, ayo dapatkan saldo dana kaget sebelum kehabisan",Penipuan,FAKE
Malas Kencing Malam Menyebabkan Sakit Jantung,"KENCING MALAM, JANTUNG & PENYUMBATAN PEMBULUH DARAH OTAK. 💦💦💦💦💦💦 Penting sekali ! Tolong dibaca sampai Tuntas. JANGAN MALAS UNTUK KENCING MALAM, agar tidak mati karena terkena serangan jantung bagi yg sudah seusia kita.Satu info kesehatan penting bagi orang awam tentang masalah kencing malam, jantung & penyumbatan pembuluh darah. Ini adlh pengetahuan penting tentang pencegahan STROKE !!! Gejala paling umum pada orang tua adalah masalah KENCING MALAM. Karena takut kencing di malam hari, orang takut minum air, tak tahu bahwa bila tak minum air sebelum tidur dan bangun malam sehabis kencing juga tidak minum air, itu adalah PENYEBAB UTAMA penyumbatan pembuluh darah otak bagi orang tua di pagi hari. Sebetulnya, kencing malam bukan masalah kantong kemih, penyebabnya adalah PENUAAN FUNGSI JANTUNG. Daya hisap darah atrium kanan dari bawah tubuh sudah berkurang. Pada siang hari, tubuh kita posisi berdiri, darah mengalir ke bawah, jika fungsi jantung buruk, darah yg mengalir kembali ke atas akan kurang, tekanan tubuh bagian bawah menjadi besar, sehingga orang tua siang hari akan ada pembengkakan air di tubuh bagian bawah. Pada malam hari ketika berbaring tidur, bagian bawah tubuh sudah reda dari tekanan, banyak penimbunan air di jaringan tubuh kembali ke darah. Terlalu banyak air, ginjal mulai berupaya untuk mengalirkan air ke kantong kemih, menyebabkan kencing malam. Biasanya setelah berbaring tidur 3~4 jam akan ke toilet untuk pertama kali. Setelah selesai, air di dlm darah masih terus meningkat, sehingga lewat 3 jam kemudian akan masuk toilet kedua kali. Mengapa ini merupa- kan penyebab utama dari penyumbatan pembuluh darah otak ? Karena setelah 2 atau 3x buang air kecil, air dlm darah telah berkurang banyak, ditambah lagi dgn hawa dingin ac/cuaca, maka melalui pernapasan, air cepat menguap, sehingga darah mulai menjadi KENTAL. Saat tidur, metabolisme tubuh melamban, denyut jantung menjadi lambat, sehingga darah yg kental ditambah aliran darah yg lambat, bagian pembuluh darah yg sempit mudah tersumbat. Inilah sebabnya mengapa HAMPIR SELALU terjadi penyumbatan pembuluh darah jantung & otak di pagi hari sekitar jam 5 atau 6. Kasus yg paling parah adalah MENINGGAL saat tidur ! *Kesimpulan 😘 Kencing malam BUKAN masalah kantong kemih, tetapi terjadi penuaan pada fungsi jantung. Sebelum tidur HARUS MINUM sedikit air hangat, setelah tengah malam buang air kecil, minum lagi sedikit air hangat. Jangan takut kencing malam, karena jika tidak minum air dapat mengambil nyawa Anda ! Biasanya harus BANYAK OLAH RAGA, latihan tubuh memperkuat fungsi jantung. Tubuh bukan mesin, mesin akan aus jika banyak dipakai, tubuh manusia justru sebaliknya, jika sering dipakai malah menjadi lebih kuat ! Harus MENOLAK makanan yg tidak sehat, terutama yg kadar tepung terigu tinggi, yg dipanggang dan gorengan, lalu susu, telur, seafood & daging hewan lainnya, konsumsi berlebihan makanan ini akan membuat pembuluh darah terlalu CEPAT MENUA !! Diterjemahkan dari Artikel Kesehatan China : Sehat itu Penting sahabat mari kita berbagi info yg positif JANGAN MALAS UNTUK KENCING MALAM. Salam Peduli Sehat, Semoga bermanfaat bagi kita semua.",Mitos,FAKE
Microsoft Mengembangkan Implan Chip Mikro Untuk Mengumpulkan Informasi Vaksin COVID-19,"Uji coba pada manusia akan dimulai Juli ini kepada implan chip mikro yang lebih kecil daripada kepala peniti yang akan menyimpan status booster anda, dan juga informasi lain yang memungkinkan cara cepat dan mudah untuk mengakses hal-hal seperti memasuki toko-toko dan berbagai acara. Semua didukung oleh teknologi Microsoft. Teknologi yang sangat menarik",Kesehatan,FAKE
#StopVaccineForTheKids Apa urgensinya?,"#StopVaccineForTheKids Apa urgensinya? Melihat adik ini sangat ketakutan menghindari utk di vaksin, ada rasa geram pada kebijakan pemerintah. Mereka generasi penerus langgengnya Republik ini yg harus dilindungi. Bukan manusia impor dari China yang tidak punya jiwa negeri ini",Kesehatan,FAKE
Omicron Tidak Mematikan,"Om!cr*n Akan TIngkatkan Kekebalan, Akhiri P417d3m*",Kesehatan,FAKE
Polisi Singkawang Gunakan Bahasa China saat Sosialisasi ke Warga,"Aparat POLRES SINGKAWANG sudah gunakan bahasa China, Apa harus begini nasib bangsa kita ini. bukannya bahasa Nasional Indonesia.. malah diganti dg bahasa Mandarin… Sdh kacau negara ini atau sudah melupakan PESAN atau PENGAKUAN Sumpah Pemuda.?. Piye Pa",Fitnah,FAKE
Reporter Bernama Mursal Meninggal setelah Mengungkap Skandal Limbah Minyak Goreng,"Sdr.Mursal (reporter)meninggal terbunuh setelah Memaparkan Limbah Minyak Goreng, ditubuhnya terdapat lebih dari 10 tusukan pisau, kematiannya tragis. Untuk seluruh negeri dia telah berupaya memberikan kontribusi kepada lebih dari satu miliar orang dalam upaya keamanan pangan. Untuk kesehatan kita, dia membayar hidupnya yang masih muda. Yang kita bisa lakukan untuknya adalah Forwarding, mengungkapkan rasa terima kasih.Ambil minyak goreng dirumah dan masukan ke dalam kulkas selama 2 jam, jika ada busa putih, itu artinya Minyak Goreng Limbah”. Silakan ungkapkan cinta Anda dan meneruskan informasi ini ke teman dan kerabat. Seorang Dokter dari PADANG mengatakan, cara termudah untuk mendeteksi apakah itu adalah Minyak Goreng Limbah atau bukan : ”Waktu menumis sayur taruh sedikit bawang putih, bawang putih sangat sensitif terhadap Aflatoksin dan Karsinogenik (penyebab kanker), kalau bawang putih berubah menjadi merah itu artinya minyak yang dipakai adalah minyak limbah yang mengandung banyak zat karsinogenik (penyebab kanker). Jika minyak yang baik, bawang putih yang sudah ditumis warnanya akan putih. Dokter menekankan bahwa jika setiap orang yang menerima info ini dapat diteruskan ke 10 orang lain, tentu minimal satu nyawa akan terselamatkan. Semoga bermanfaat…",Fitnah,FAKE
"Gambar “Sebut pemerintah biadab, Edy Mulyadi langsung dijemput paksa aparat”",SUNGGUH KETERLALUAN SEBUT PEMERINTAH BIADAB EDY MULYADI LANGSUNG DIJEMPUT PAKSA APARAT,Pemerintahan,FAKE
Sri Sultan Hamengku Buwono X Mengganggap Covid 19 Sandiwara di Bumi NKRI,"SULTAN HB KE- X BERBICARA HENTIKAN SANDIWARA COVID19 Di BUMI NKRI Karena Sesungguhnya CHINA Telah Bom Bardir NKRI Dgn SERANGAN ASIMETRIS Menggunakan Oknum2 Penghianat di NKRI… Pinjaman Hutang dari China dgn Bunga Tinggi itu seperti Amunisi Mengizinkan Ratusan China dlm 1X 24 Jam masuk ke Bandara itu adalah Pembiaran (Bentuk Penghianatan) kpd Kedaulatan NKRI, Sementara Pribumi sendiri diperketat dgn Vaksin & Rapid test, dll. Permainan Rezim dgn mewajibkan & Memvonis temuan Rekayasa dari Jompo s/d Bayi kena Covid19 memakai Alat tes yg sdh dimodifikasi itu adalah bentuk Kedzoliman yg sdh disetting oleh Oknum Penjajah & Penghianat untuk membunuh WNI Pribumi dgn Motivasi Bisnis (Serangan Asimetris) Vaksin adalah indikasi Senjata RRC China untuk membasmi secara halus Rakyat Indonesia, Fakta Nyata setelah Vaksin malah Covid19 semakin menjadi bahkan s/d Meninggal termasuk orang yang sudah di vaksin. Tidak ada Jaminan Vaksin krn kemanapun antar Provinsi aja WNI Pribumi tetap hrs Rapid tes… Sudah saatnya Anggota DPR RI, TNI & POLRI & Seluruh Elemen Bersikap… Jangan TIDUR NYENYAK… NKRI Sedang dirampok & Dibom Bardir melalui Perang Asimetris… Utamakanlah TAKUT Kepada NERAKA JAHANNAM (Bagi Penghianat NKRI) dari pada Takut kpd COVID19 (Otak Intelektual Pimpinan) INGAT Anda Akan disidang kelak di hadapan ALLAH SWT Atas Amanah Pengabdianmu di Dunia / di Bumi NKRI … Jika TNI & POLRI serta Lembaga terkait Diam Kelak akan berhadapan dgn Perang Pejajajah & Penghianat NKRI",Pemerintahan,FAKE
"Pesantren Alquran Terbakar, 26 Santri Dan Dua Guru Tewas Terpanggang","Kebakaran merenggut banyak korban jiwa terjadi di pesantren Alquran dekat Ibu Kota Monrovia, Liberia, Rabu dini hari waktu setempat. Kantor kepresidenan Liberia, seperti dikutip dari AFP, menyatakan, sedikitnya 26 santri dan 2 guru meninggal dalam insiden yang terjadi sejak Selasa malam hingga Rabu dini hari itu. Presiden Liberia yang juga mantan pemain sepak bola AC Milan George Weah telah meninjau lokasi yang berada di Paynesville itu, kata juru bicara kepresidenan Solo Kelgbeh. Sejauh ini belum diketahui penyebab pasti kebakaran, masih menunggu penyelidikan petugas Diduga banyaknya korban yang meninggal karena saat itu mereka sedang berisitirahat sehingga tak sempat untuk menyelamatkan diri",Lain-lain,FAKE
Razia Masker dengan Denda Rp250 Ribu di Seluruh Indonesia,"PENGUMUMAN DARI DITLANTAS POLDA BESOK ADA RAZIA MASKER SERENTAK DI SELURUH INDONESIA, BAIK YANG DIKANTOR, TOKO, BENGKEL MOBIL/MOTOR/LAS DAN WARUNG-WARUNG WARTEG SEMUA. AKAN MELIBATKAN LANGSUNG TURUN LAPANGAN DARI SEMUA LINTAS SEKTOR DARI KEJAKSAAN, POLISI, POM, DLL. DAN KALAU ADA YANG TIDAK PAKAI MASKER LANGSUNG DI TINDAK BAYAR DITEMPAT RP. 250.000,- TOLONG DI INFOKAN KE KELUARGA, TETANGGA, DAN TEMAN SEMUA. JANGAN SAMPAI KENA DENDA. DEMIKIAN ATAS PERHATIANNYA DISAMPAIKAN TERIMA KASIH",Penipuan,FAKE
Raja Salman Meninggal Dunia,Raja Salman Telah meninggal . Tapi tidak ada kabar jam berapa ? Dalam Berita Ini Di sebut wafatnya raja Al Haramain.,Internasional,FAKE
Atlet Rugby Jordan Michallet Meninggal karena Vaksin Covid-19,Kemungkinan besar ia meninggal karena vaksin Covid-19 ketika tidak ada laporan mengenai penyebab kematiannya. Media hanya menutupi adanya pembunuhan massal oleh vaksin.,Internasional,FAKE
Pendaftaran CPNS 2022 Berbayar dan Kuota Terbatas,"Biro Jasa #BERPENGALAMAN Berbeda dengan biro jasa lainnya, Kami Sudah memiliki jaringan yang luas di berbagai instansi baik swasta maupun milik pemerintah sehingga setiap pengerjaan dokumen yang kami kerjakan untuk klien-klien kami akan lebih cepat tuntas, aman dan terjamin legalitasnya. Jasa Layanan :  Penerimaan PNS  Loker Ijazah Terverifikasi Pembuatan e-KTP Kartu Keluarga Buku Nikah Akte Kelahiran Akte Catatan Sipil Akte Kematian  Pembuatan & Perpanjangan SIM Pembuatan & Perpanjangan STNKPelayanan (Seluruh Wilayah Indonesia) Waktu : Buka Setiap Hari 07.00 WIB – 22.00 WIB.Info lebih lanjut dapat hubungi kami @herulesmana1“",Penipuan,FAKE
Corona Hanya Flu Musiman,"Copas… Kabar Gembirraa🎉🎉 [23/01, 00:06] Ahmed Ibrahim: 1. Negara-negara berikut mengumumkan pembatalan semua prosedur Wajib Karantina, Tes Corona, dan Vaksin, dan menganggap Corona hanya flu musiman:(( alhamdulillah… bebass euyy…🎈🎈))1) Turki 2) Brasil 3) Inggris 4) Swedia 5) Spanyol 6) Republik Ceko 7) Meksiko 😎 El Salvador 9) Jepang 10) Singapura Semoga Indonesia menyusul..💪💪 2. Akhirnya virus Corona hilang dengan pencegahan Jerman ini. Ilmuwan Jerman mengumumkan setelah serangkaian penelitian, bahwa virus Corona tidak hanya berkembang biak di paru-paru seperti virus SARS pada tahun 2002, tetapi juga menyebar luas di tenggorokan selama minggu pertama infeksi 3. Dan kini, setelah mengumumkan hasil eksperimen yang dilakukan oleh ahli biologi Jerman tentang perkembangbiakan virus Corona di tenggorokan, mereka kembali menekankan perlunya berkumur dengan larutan air dan garam yang suam-suam kuku…*4. Ilmuwan Jerman meyakinkan Kementerian Kesehatan Jerman 😘 jika semua orang berdeham beberapa kali sehari dengan berkumur dengan larutan air garam semi-panas, maka virus akan *sepenuhnya dihilangkan di seluruh Jerman dalam waktu seminggu.* *5. Eksperimen telah menunjukkan bahwa 😘 dengan berkumur dengan larutan air dan garam, kita terus-menerus mengubah tenggorokan kita menjadi lingkungan yang sepenuhnya basa, dan lingkungan ini adalah lingkungan terburuk untuk virus corona, karena dengan air garam, pH mulut berubah menjadi basa. pH, dan jika kita berkumur beberapa kali sehari dengan berkumur dengan air garam Hampir panas, kita *tidak memberi kesempatan pada virus corona untuk berkembang biak* 6. Oleh karena itu, semua orang perlu berkumur dengan larutan garam semi panas beberapa kali sehari beberapa kali sehari terutama di pagi hari dan sebelum meninggalkan rumah dan setelah kembali ke rumah, agar tidak memungkinkan virus Corona berkembang biak sama sekali. dalam periode awal yang sama. 7. Yuk ajak semua orang untuk menerapkan tips kesehatan yang penting dan sederhana ini dengan penuh komitmen. 8. Saat artikel ini menjadi viral, Anda juga akan berada di lingkaran mereka yang memerangi penyebaran virus corona. 9. Good bye👋👋corona.. covid.. omicron.. atau apapun itu namamu…. 10. Puji Tuhan… akhirnya KUMUR GARAMLAH OBATNYA 11. Dmmp….. Salam sehat dan tetap semangat Sbp GBU All",Kesehatan,FAKE
Penyuntikan Vaksin Kosong di Semarang,"Terjadi lagi yg kesekian x nya penyuntikan vaksin kosong kpd masyarakatSleeping face Apakah ini salah satu gerakan u mengagalkan program vaksinasi covid pemerintah, Masihkah hal begini slsai dg kata “Maaf” @satgascovid19id @DivHumas_Polri ? Lokasi sekolah Tunas Harum Bangsa Semarang Jateng",Kesehatan,FAKE
"HARI RAYA IMLEK, HADIR & BERKERUMUN TANPA PROKES sdh diCONTOHkan oleh Jokowi",VIRUS CORONA TIBA2 HILANG & LENYAP di HARI RAYA IMLEK….!!! HADIR & BERKERUMUN TANPA PROKES sdh diCONTOHkan oleh Jokowi….!!! VIRUS CORONA NTAR AKAN DIMUNCULKAN LAGI pada BULAN PUASA RAMADHAN MENDEKATI HARI RAYA IDUL FITRI…!!!,Agama,FAKE
Memukul Telapak Kaki Orang yang Tersengat Listrik Sebagai Pertolongan Pertama,Jika kita melihat ada orang yg kesetrum Listrik dikisaran 10-15 detik maka sbg pertolongan pertama segera pukul telapak kakinya agar darah kembali mengalir ke seluruh tubuh. Silahkan dishare kpd seluruh sahabat dan kerabat kita yah ￼,Kesehatan,FAKE
"Siap-siap Suntik Vaksin Dosis Ketiga, Tak Punya Kartu BPJS Kesehatan Wajib Bayar","Pemerintah mendorong masyarakat untuk bersiap mengikuti vaksinasi Covid-19 dosis ketiga atau booster untuk mengendalikan pandemi Covid-19 di Indonesia. Menteri Komunikasi dan Informatika Johnny G. Plate menyatakan vaksinasi terbukti aman dan efektif meningkatkan imunitas tubuh terhadap Covid-19, terlebih mutasi virus terus bermunculan. “Vaksin booster aman dan efektif meningkatkan imunitas tubuh. Mari kita ambil kesempatan menerima vaksin dosis ketiga ini sebagai ikhtiar menjaga kesehatan, ditengah munculnya berbagai varian baru COVID-19. Tentu saja, tetap berdampingan dengan upaya disiplin protokol kesehatan,” kata Johnny, Jumat (7/1/2021). Jhonny menjelaskan, vaksinasi booster pada masyarakat umum akan dimulai pada 12 Januari 2022 dengan dua skema yakni gratis dan berbayar. Vaksin booster gratis bagi para lanjut usia dan kategori Penerima Bantuan Iuran (PBI) BPJS Kesehatan, sedangkan bagi kategori di luar PBI, yaitu warga non lansia yang tidak ikut BPJS Kesehatan wajib berbayar. Vaksin booster terlebih dahulu diberikan kepada warga berusia di atas 18 tahun dan berdomisili di kab/kota yang telah memenuhi cakupan vaksin dosis pertama 70 persen dan dosis kedua minimal 60 persen dari jumlah penduduk. Di dalamnya termasuk kelompok rentan seperti lansia tetap menjadi prioritas.“Program vaksinasi booster untuk COVID-19 direncanakan mulai pada 12 Januari mendatang. Total, ada 244 kab/kota yang siap memulai vaksin booster,” ucapnya. Adapun jenis vaksin dan skema pemberian vaksin akan menunggu rekomendasi Indonesian Technical Advisory Group on Immunization (ITAGI) dan Badan Pengawas Obat dan Makanan (BPOM) yang segera diumumkan pada 10 Januari 2022. Dia juga memastikan pemberian vaksin booster yang sejauh ini sudah diberikan kepada tenaga kesehatan tidak menunjukkan efek samping atau kejadian ikutan pasca imunisasi (KIPI) yang berat. Pemerintah menganjurkan masyarakat dapat divaksin booster jika sudah minimal enam bulan setelah suntikan vaksin Covid-19 dosis kedua.",Kesehatan,FAKE
"Demonstran di Israel tiba2 kepalanya terbakar mengeluarkan asap putih dari mata, hidung, mulut dan telinga","Beberapa demonstran di Israel yg menentang kebijakan Presiden tiba² di kepalannya mengeluarkan asap putih dari hidung, mulut, mata dan telinga karena di dalam tubuhnya sdh tertanam NANO CHIP yg apabila bertabrakan dgn gelombang. frequensi jaringan 5G maka reaksinya akan sepaerti ini… Bila elite igin memusnahkan beberapa orang yg di inginkan maka tinggal menekan tombol on…! Nano Chip berbeda dgn Implan Chip… ! Implan Chip sebesar biji beras sedangkan Nano Chip berukuran sehelai rambut di belah 1000… dan Nano Chip ada terkandung di dalam Vaksin…!!",Pemerintahan,FAKE
seorang ayah di Texas membunuh seorang pria karena memperkosa putrinya yang berusia 5 tahun,"Kirim ambulance dan polisi sekarang, aku telah membunuh seseorang. Silakan tangkap saya.” Ucap seorang ayah di Texas setelah membunuh seorang pria karena kedapatan sedang memperkosa putrinya yang berusia 5 tahun.",Kriminal,FAKE
"Bantuan Sosial Kemensos untuk Dosen, Guru, Siswa, dan Mahasiswa","“http://bantuan-sosial.my.id/?v=Bansos KEMENSOS Program Bantuan Sosial (BANSOS) untuk dosen, guru, siswa, mahasiswa selama masa pandemi Batas akhir 2022-3-1”",Penipuan,FAKE
Foto Demodex yang Hidup di Bulu Mata,Ini adalah Demorex. Ini kutu yang hidup di bulu mata Anda dan muncul di malam hari untuk bersetubuh di wajah Anda.,Lain-lain,FAKE
Foto Dampak Abu Vulkanik di Tonga,"Gambar-gambar mulai bermunculan di media sosial yang menunjukkan dampak Tsunami dan hujan abu. Tonga kami mengangkat Anda dalam Doa, untuk pemulihan yang cepat. Tuhan beserta kalian semua.",Bencana Alam,FAKE
"Menikahi 5 Suami😱, Wanita Ini Mengaku Bahagia🥰 Melayani Setiap Malam Secara Bergiliran, Hingga Bingung Siapa Bapak dari Anaknya","Seorang pria yang menikahi lebih dari satu wanita (Poligami) adalah hal yang sering terjadi. Namun, berbeda dengan yang terjadi di negara India ini, seorang wanita bernama Rajo Vermo nekat nikahi 5 suami yang mereka semua adalah saudara. Bahkan mereka tinggal bersama dalam satu rumah, berhubungan intim digilir secara bergantian tiap malam. Hingga saat hamil, mereka bingung siapa ayah dari bayi yang dikandung wanita itu. Wanita berusia 28 tahun itu, diketahui tinggal di sebuah desa terpencil dan miskin di dekat kota Dehradun, negara bagian Uttarakhand, India. Sontak, kabar seorang wanita menikahi 5 pria bersaudara ini pun menghebohkan publik. Mungkin terdengar bertentangan dengan norma sosial, tapi ternyata itu merupakan tradisi panjang di desa tersebut. Dilansir dari Sumut.Poskota.co.id, diwartakan Eva.vn, Senin (10/5/2021), ketika seorang wanita menikahi pria tertentu, dia juga harus menikahi saudara laki-laki sebagai suaminya. ""Awalnya saya agak canggung, tapi sekarang saya sudah biasa,"" sebutnya. Pada 2009, Rajo menikah dengan suami pertamanya, Guddu, dalam pernikahan yang menganut adat setempat. Namun, Rajo juga harus menikahi empat saudara Guddu. Mereka adalah Baiju (32), Sant Ram (28), Gopal (26) dan Dinesh (19). Meskipun harus berbagi istri dengan saudaranya, Guddu tidak cemburu dan mengatakan kisah rumah tangganya. ""Saya menganggap saudara suami saya tak lebih dari suami saya,"" kata Rajo.",Fitnah,FAKE
Sebuah Koran Menyebut Bill Gates Melakukan Depopulasi Melalui Pemaksaan Vaksinasi,Depopulation Through Forced Vaccination: The Zero Carbon Solution!” Wanita ini menyimpan koran th.2011 yg isinya “untuk mengurangi populasi penduduk dunia maka akan dipaksakan dengan cara Vaksinasi”Depopulation through forced vaccination: The zero carbon solution… Artinya depopulation (pengurangan penduduk bumi) dengan cara wajib vaksinasi) adalah solusinya untuk mengurangi emisi karbor di planet bumi…,Fitnah,FAKE
"Joni Mitchell, Paul McCartney, Willie Nelson, Bruce Springsteen, Barbra Streisand, Queen, The Rolling Stones, Dave Grohl dan Pearl Jam Menarik Lagu-Lagunya dari Spotify","Willie Nelson, Bruce Springsteen, Barbra Streisand, Queen, Paul McCartney, The Rolling Stone, Dave Grohl, Joni Mitchell, Pearl Jam menghapus musik mereka dari Spotify sebagai bentuk solidaritas dengan Neil Young! #Spotify bisa mempertahankan fasisme-nya. #DeletedSpotify",Internasional,FAKE
Pembagian Masker Gratis yang Diberi Obat Bius ke Rumah-Rumah Warga,"Kawan2 anggota grup dimana pun berada dan tmn2 Mohon diinformasikan ke Warga, Saudara2 kita,Keluarga dan kenalan Anda !!! Baru saja mendapat pesan. Sebuah Peringatan!! Sekarang ada yang baru dan sedang terjadi. Orang datang dari jln ke jln,pintu ke pintu dan membagikan masker. Mereka mengatakan: “Ini ada pembagian masker dari pemerintah”. ( Hal itu lebih berhati2 utk menerimanya) Mereka meminta Anda mengenakan masker untuk difoto/ dilihat apakah masker tersebut cocok untuk Anda pakai. ( Sebagai laporan klo masker sudah sampai ke alamat ). masker yg sudah diberi bius, lalu mereka merampok atw merampas !! Tolong jangan ambil masker dari orang asing. Ingat, teman-teman, ini adalah waktu yang kritis, orang-orang putus asa, tingkat kejahatan meningkat selama periode Covid-19. Harap berhati-hati !!! setidaknya informasi ini mungkin bisa berguna dan bermanfaat utk kita semua… Waspadalaah pada siapapun yg kita belum mengenalnya ..PESAN INI, Berantai Mohon di Bagikan kpd yg lain, agar mereka tau dan lebih hati2…🙏🙏🙏 TER-UTAMA BAGI REKAN²(tmn2) Yang Suka mengendarai MOTOR / MOBIL,,,,,,di-Mohon utk lebih WASPADA yaa,,,, Ini adalah Modus Terbaru *Demikian sekilas info mudah2an tidak ada salahnya dikirim ke Grup atau secara pribadi semoga bermanfaat. Terimakasih🙏🏻",Kriminal,FAKE
"Nigeria, Minggu 23-01-2022, menghancurkan jutaan Vaksin Covid19 demi melindungi rakyatnya dari kematian akibat Suntikan Vaksin Covid19","Nigeria, Minggu 23-01-2022, menghancurkan jutaan Vaksin Covid19 demi melindungi rakyatnya dari kematian akibat Suntikan Vaksin Covid19. Terus knapa di NKRI justru wajib & dipaksakan??? Berarti Pemerintahnya yg sengaja ingin “membunuh” rakyatnya sendiri?? Demi uang, dsb… Repost……",Internasional,FAKE
Air Rebusan Pare Dapat Membersihkan Kolesterol dan Semua Penyakit,"…. Jadi ini untuk menghilangkan kolesterol, semua penyakit yang ada dalam tubuh dia membersihkan jaringan yang ada dalam perut…… betadine yang hitam pun bisa bersih lagi…",Mitos,FAKE
Video Kemunculan UFO di Bandung,Telah terjadi penampakan UFO di Bandung. kejadian tersebut membuat geger publik. Kejadian terekam dalam sebuah video yang dikirim oleh netizen.,Mitos,FAKE
Video Detik-Detik Erupsi Gunung Anak Krakatau,"VIRAL DETIK – DETIK ANAK KRAKATAU MELETUS TEREKAM KAMERA Rekaman detik – detik anak Krakatau erupsi tersebut hari ini, 04 Februari 2022 16.30 WIB dari kamera ponsel ABK KAPAL TNI – AL dan sempat membuat panik.",Bencana Alam,FAKE
Lowongan Pekerjaan Kantor Dinas Pendidikan Kota Malang,"KANTOR DINAS PENDIDIKAN KOTA MALANG MEMBUTUHKAN POSISI STAFF ACCOUNTING STAFF KANTOR OFFICE BOY Info Lengkap CP 085785556826 Deadline 5 Februari 2022 Alamat Kantor : Jl. Veteran No. 19, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145",Penipuan,FAKE
Supir Truk Kecelakaan Di Balikpapan Dihukum Mati,Inalilahiwainnailaihi roji’un… Sopir Truk Kecel4kaan di Balikpapan Akan Dihukum M4t1,Lain-lain,FAKE
"Dzalim, Cara Vaksin Model Baru Anti Omicron",Cara vaksin model baru anti Omicron… yg dilakukan Pemerintah joko bin dzalim banget,Pemerintahan,FAKE
Foto Lampion untuk Perayaan Imlek Saat Pandemi Covid-19,@pak walikota /pak presiden atau pak pemerintah nanti kalo pas hari raya idul fitri ampun di angel² gih.. Kayak hari raya cina kok bebas we.. Masak corona berlakune pas hari raya idul fitri aja.. Jangan pilih2 yak,Agama,FAKE
Perdana Menteri Israel Benjamin Netanyahu: Cara Membunuh Orang Islam,"benjamin netanyahu perdana menteri israel, cara membunuh orang islam adalah Pertama: dengan PELURU, Kedua: Dengan Rudal, Cara Yang Terakhir … Ya…Kita Bunuh Mereka Dengan VAKSIN",Fitnah,FAKE
5G Dapat Mengganggu Keamanan Penerbangan yang Berarti Juga Berbahaya Bagi Kesehatan Manusia,"Hmm… Hanya akan menuliskan ini di sini. Jika kalian mengerti, bagus! Jika tidak, maka aku akan menjelaskannya dalam sebuah video nanti. Pikirkan tentang dampaknya bagi kesehatan… #health #agenda #fitness",Lain-lain,FAKE
Sinar UV di Indonesia Sebagai Tameng Omicron,Bersyukurlah Sinar UV (Ultraviolet) di Indonesia bisa menjadi tameng Virus Omicron. TetapWaspadaTapiJanganPanik TetapProkes KarenaVirusCoronaMasihMengintai TetapJagaImanImunAman.Amin.,Kesehatan,FAKE
bentuk Bebek dan tikus jika DNA nya di gabungkan,beginilah bentuk Bebek dan tikus jika DNA nya di gabungkan,Lain-lain,FAKE
Kartu Nikah Kementrian Agama RI dengan Empat Foto Istri,Bapack-bapack ada kabar gembire buat kite semua.,Lain-lain,FAKE
